UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,RE_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12,RE_E12,STAT_HR,LOCK_HR,PRCH_HR,IDX_HR,PCHR_F,IMP_HR,FTEMP15,SA_EXCL,STAT_EAP,STAT_SA,STAT_S,STAT_EF,LOCK_EF,PRCH_EF,IDX_EF,PCEF_F,IMP_EF,PTA99_EF,PTACIPEF,PTB_EF,PTC_EF,PTD_EF,FYRPYEAR,FORM_F,STAT_F,LOCK_F,PRCH_F,IDX_F,PCF_F,IMP_F,FYBEG,FYEND,GPFS,F1GASBAL,F2PELL,F_ATHLTC,STAT_SFA,LOCK_SFA,PRCH_SFA,IDX_SFA,PCSFA_F,IMP_SFA,STAT_GR,LOCK_GR,PRCH_GR,IDX_GR,PCGR_F,IMP_GR,COHRTSTU,LONGPGM,HASGRURL,GRDISURL,STAT_GR2,LOCK_GR2,PRCH_GR2,IDX_GR2,IMP_GR2,RE_GR,NTRLDSTR,REV_IC,REV_C,REV_E12,REV_SFA,REV_HR,REV_EF,REV_F,PCF_F_RV,REV_GR,REV_GR2 
129181,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,-2,-2,.,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,0,0,.,0,0
129215,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,1,0,0,0,0,0,0,.,0,0
129242,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"http://fairfield.edu/about/ir_retention.html",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129349,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,1,1,1,2,3,1,8,-2,-2,.,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
129367,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"http://www.commnet.edu/planning/Research/SRK/srk.htm",1,8,-2,-2,-2,2,0,0,0,0,0,0,1,0,.,0,0
129428,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,-2,-2,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,3,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,.,-2,-2
129446,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,-2,1,-2,1,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,.,-2,"-2","-2",-2,-2,-2,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,-2,-2,.,-2,-2
129482,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,1,129482,53,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,0,0,53,0,0
129491,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,3,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,2,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,.,-2,-2
129525,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"hartford.edu",1,8,-2,-2,-2,1,0,0,0,0,1,0,0,0,.,0,0
129534,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,3,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,2,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,-2,-2
129543,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129613,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,3,1,8,-2,-2,.,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,0,0,.,0,0
129640,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,5,1,1,2,3,1,8,-2,-2,.,-2,"012009","122009",2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
129686,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129695,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"www.commnet.edu/planning/Research/SRK/srk.htm",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129729,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,1,0,0,0,0,0,0,.,0,0
129756,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129774,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"https://mariners.mitchell.edu/ConsumerInfo/default.aspx",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129808,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"http://www.commnet.edu/planning/Research/SRK/srk.htm",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129880,5,0,-2,5,0,-2,-2,.,-2,-1,5,0,-2,-2,.,-2,-1,5,0,-2,-2,.,-2,-1,-2,5,-2,5,5,0,-2,-2,.,-2,5,-2,5,5,-2,-1,-1,5,0,-2,-2,.,-2,"-1","-1",-1,-2,-2,-2,5,0,-2,-2,.,-2,5,0,-2,-2,.,-2,-1,-2,-1," ",5,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
129923,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,1,129923,37,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,1,129923,36,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,36,0,0
129932,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,5,1,-2,2,3,1,8,-2,-2,.,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
129941,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
129969,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,-2,-2,.,-2,"072009","062010",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
130004,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130040,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,3,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,1,0,0,0,0,0,0,.,0,0
130110,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,3,1,8,-2,-2,.,-2,"072009","062010",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130129,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,1,1,1,2,3,1,8,1,130129,30,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,30,0,0
130174,1,8,-2,1,8,-2,-2,.,-2,3,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,-2,-2,.,-2,"082009","072010",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,1,0,0,0,0,0,0,.,0,0
130183,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,3,1,8,-2,-2,.,-2,"072009","062010",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130217,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130226,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"http://www.quinnipiac.edu/x11.xml",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130253,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"www.sacredheart.edu",1,8,-2,-2,-2,2,0,0,0,0,0,0,1,0,.,0,0
130271,1,8,-2,1,8,-2,-2,.,-2,1,5,0,-2,-2,.,-2,-1,5,0,-2,-2,.,-2,-1,-1,5,5,5,5,0,-2,-2,.,-2,5,5,5,5,5,-1,-1,5,0,-2,-2,.,-2,"-1","-1",-1,-2,-1,-1,-2,-2,-2,-2,.,-2,5,0,-2,-2,.,-2,-1,-1,-2," ",-2,-2,-2,-2,-2,-1,0,0,0,0,-2,0,0,0,.,0,-2
130314,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,1,.,0,0
130396,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130448,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,2,2,1,8,-2,-2,.,-2,"102009","092010",1,-2,1,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130493,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,1,0,1,0,0,0,0,0,0,.,0,0
130509,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,5,1,1,1,3,1,8,1,130509,47,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,47,0,0
130581,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,2,1,1,5,1,8,-2,-2,.,-2,1,-2,5,-2,-2,1,3,1,8,-2,-2,.,-2,"072009","062010",1,-2,-2,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,1,.,-2,-2
130590,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,4,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"www.trincoll.edu/orgs/planning/publicdata/Retention.html",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130606,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,-2,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130624,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,4,0,-2,-2,.,1,1,-1,4,4,5,1,8,-2,-2,.,-2,1,1,1,1,1,1,4,1,8,5,-2,.,-2,"102009","092010",3,2,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,-2,0,0,0,.,0,0
130697,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,1,.,0,0
130776,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,1,1,1,1,4,1,8,-2,-2,.,-2,"072009","062010",1,3,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130785,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,2,1,8,-2,-2,.,-2,"102008","092009",1,-2,3,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,.,-2,-2
130794,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"www.yalebulldogs.com/information/compliance/federal_graduation_rate_yale.pdf",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130837,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,1,-2,-2,1,2,1,8,5,-2,.,-2,"072009","062010",3,-2,1,-2,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,2,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,-2,-2
130873,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,5,1,-2,1,3,1,8,-2,-2,.,-2,"072009","062010",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
130882,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,-2,.,-2,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,-2,-2,4,1,8,-2,-2,.,-2,"072009","062010",1,3,-2,2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2," ",-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,0,-2,0,.,-2,-2
130891,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,5,1,1,2,4,1,8,-2,-2,.,-2,"072009","062010",1,3,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,1,0,.,0,0
130907,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,5,1,1,2,4,1,8,-2,-2,.,-2,"072009","062010",1,3,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,1,0,.,0,0
130916,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,5,1,1,2,4,1,8,-2,-2,.,-2,"072009","062010",1,3,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,2," ",1,8,-2,-2,-2,1,0,0,0,0,0,0,1,0,.,0,0
130934,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,1,1,1,2,4,1,8,-2,-2,.,-2,"072009","062010",1,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,1,0,0,0,0,0,0,.,0,0
130943,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,1,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,2,4,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,"fs.ncaa.org/Docs/newmedia/public/rates/index.html",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
130989,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,5,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,3,0,0,0,0,1,0,0,0,.,0,0
131061,1,8,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,5,1,8,-2,-2,.,-2,1,-2,5,1,1,2,3,1,8,-2,-2,.,-2,"012009","122009",1,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,-2," ",1,8,-2,-2,-2,-2,0,0,0,0,0,0,0,0,.,0,0
131098,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,1,0,0,0,0,0,0,.,0,0
131113,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,1,5,1,1,1,2,1,8,-2,-2,.,-2,"072009","062010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
131159,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,1,1,1,2,2,1,8,-2,-2,.,-2,"052009","042010",1,-2,1,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
131283,1,8,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,2,1,1,5,1,8,-2,-2,.,-2,1,1,5,1,1,2,2,1,8,-2,-2,.,-2,"052009","042010",1,-2,2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,2," ",1,8,-2,-2,-2,2,0,0,0,0,0,0,0,0,.,0,0
