UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12,STAT_HR,LOCK_HR,PRCH_HR,IDX_HR,PCHR_F,IMP_HR,FTEMP15,SA_EXCL,STAT_EAP,STAT_SA,STAT_S,STAT_EF,LOCK_EF,PRCH_EF,IDX_EF,PCEF_F,IMP_EF,PTA99_EF,PTACIPEF,PTB_EF,PTC_EF,PTD_EF,FORM_F,STAT_F,LOCK_F,PRCH_F,IDX_F,PCF_F,IMP_F,FYBEG,FYEND,GPFS,F1GASBAL,F2PELL,F3PELL,F_ATHLTC,STAT_SFA,LOCK_SFA,PRCH_SFA,IDX_SFA,PCSFA_F,IMP_SFA,STAT_GR,LOCK_GR,PRCH_GR,IDX_GR,PCGR_F,IMP_GR,COHRTSTU,HASGRURL,GRDISURL,STAT_GR2,LOCK_GR2,PRCH_GR2,IDX_GR2,IMP_GR2,NTRLDSTR,REV_IC,REV_C,REV_E12,REV_SFA,REV_HR,REV_EF,REV_F,REV_GR,REV_GR2 
176938,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"052010","042011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
176947,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,1,176947,80,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://www.centralmethodist.edu/admissions/studentconsumer.php",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
176965,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://ucmo.edu/ir/characteristics/documents/gradrates.pdf",1,8,-2,-2,-2,0,1,0,0,1,0,0,0,0,0
176983,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,5,-2,.,-2,"072010","062011",1,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
176992,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",3,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177038,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"092010","082011",1,-2,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,1,0,0,0,0,0,0,0,0
177056,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177065,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"www.columbiacougars.com/Persistence%20rate%20summaries%20updated%2009082010.pdf",1,8,-2,-2,-2,0,0,0,0,1,0,0,0,0,0
177083,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"062010","052011",1,-2,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177092,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,3,-2,2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2," ",-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,-2,-2
177117,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,4,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,-2
177126,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,3,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2," ",-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,-2,-2
177135,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,3,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"www.crowder.edu",1,8,-2,-2,-2,0,0,0,1,0,0,0,0,0,0
177144,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://www.culver.edu/images/pdf/athletics/gradratesurv.pdf",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177153,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-9,-2,-9,-9,-9,-2,-9,-2,-2,-2,.,-2,"-2","-2",-2,-2,-2,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-2," ",-9,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2
177162,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,1,177162,100,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,3,1,8,3,144777,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177214,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"062010","052011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177250,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"www.eastcentral.edu/business/leadership/institutionalresearch/consumer_info.php",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177278,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,3,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2," ",-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,-2,-2
177287,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177302,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,1,177302,88,-2,"022010","012011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"www.pcitraining.edu",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177339,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"052010","042011",1,-2,1,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177418,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177427,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,1,8,-2,-2,.,-2,"102010","092011",1,-2,3,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2," ",-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,-2,-2
177436,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,5,-2,.,-2,"072010","062011",1,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177472,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177542,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",2,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177551,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,2,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"www.hornetsathletics.com/d/2011-12/Copy_of_Athletic_Student_Right-to-know_Act_2.pdf",1,8,-2,-2,-2,0,0,0,0,1,0,1,0,0,0
177579,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,0,-2
177588,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,1,0,0,0
177603,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177676,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"vega.jeffco.edu/jwarren/SRKTables_ForJeffcoWeb.pdf",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177685,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,1,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177719,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,2,1,8,-2,-2,.,-2,"012010","122010",1,-2,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177746,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177807,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,5,-2,.,-2,"072010","062011",1,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177816,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,2,-2,3,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,2,-2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
177834,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,3,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,3,-2," ",-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,-2,-2
177870,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,5,-2,.,-2,"102009","062010",1,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177922,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-9,-2,-9,-9,-9,-2,-9,-2,-2,-2,.,-2,"-2","-2",-2,-2,-2,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-2," ",-9,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2
177931,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,5,-2,.,-2,"072010","062011",1,-2,1,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177940,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177968,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177977,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
177986,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,1,2,1,8,-2,-2,.,-2,"092010","082011",1,-2,2,-2,3,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,2,-2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
177995,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,-2,1,8,2,178129,26,-2,"-2","-2",-2,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://mcckc.edu/explore/students/rightsandresponsibilities/rights.asp",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178004,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"012010","122010",2,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,-2
178022,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,-2,1,8,2,178129,18,-2,"-2","-2",-2,-2,-2,-2,-2,1,8,1,178022,100,-2,1,8,-2,-2,.,-2,1,1,"http://mcckc.edu/explore/students/rightsandresponsibilities/rights.asp",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178059,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"062010","052011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178077,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178110,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,1,178110,.,-2,"012010","122010",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,1,0,1,1,0,0
178129,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2,1,-2,1,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,-2,4,1,8,1,178129,4,-2,"072010","062011",1,1,-2,-2,2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2," ",-2,-2,-2,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,-2
178183,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178208,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"082010","072011",1,-2,1,-2,3,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",-2,-2,-2,-2,-2,0,1,0,0,0,0,0,0,0,-2
178217,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://www.mineralarea.edu/generalInformation/legallinks/FederalDisclosures.htm",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178226,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"102010","092011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178244,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,1,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178262,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178305,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,-2
178314,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"012010","122010",1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,-2," ",-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,-2
178341,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"mssulions.com/information/Compliance",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178350,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,3,1,8,-2,-2,.,-2,"072010","062011",1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"http://www.motech.edu/",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178369,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,2,1,8,-2,-2,.,-2,"072010","062011",1,-2,2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178387,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,"fs.ncaa.org/Docs/newmedia/public/rates/index.html",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
178396,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,4,1,8,-2,-2,.,-2,"072010","062011",1,1,-2,-2,4,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,2," ",1,8,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
